words,links,capital_words,spam_word_count,is_spam
164,2,4,2,0
195,0,3,2,0
183,1,23,3,1
105,1,2,1,0
723,7,13,10,1
909,4,25,4,1
303,4,0,1,0
438,7,5,6,1
94,0,1,2,0
935,4,10,8,1
485,1,2,1,0
238,0,2,2,0
797,9,9,6,1
160,2,1,2,0
35,2,3,0,0
193,4,1,2,0
959,3,28,4,1
207,2,2,2,0
130,0,0,0,0
116,9,28,9,1
309,2,26,7,1
80,9,8,8,1
274,2,0,2,0
69,0,3,1,0
200,1,0,0,0
135,0,3,0,1
689,10,21,1,1
743,6,7,0,1
21,0,0,5,0
610,7,4,5,1
501,7,7,5,1
234,1,0,2,0
432,2,2,4,0
29,4,2,0,0
244,2,1,2,0
180,0,8,4,1
67,7,22,9,1
895,5,21,4,1
890,10,28,8,1
472,9,20,1,1
102,1,1,1,0
363,1,2,0,0
331,3,8,10,1
64,1,4,2,0
489,5,28,0,1
452,4,20,5,1
218,2,3,1,0
651,9,11,10,1
233,0,3,2,0
863,7,17,5,1
160,1,1,0,0
375,5,24,1,1
156,3,3,0,0
874,1,1,5,1
788,1,29,5,1
449,5,26,4,1
120,2,25,9,1
619,2,29,8,1
210,3,2,2,0
971,10,19,4,1
180,3,30,5,1
184,9,6,3,1
199,10,15,4,1
52,2,3,0,0
221,0,6,1,0
521,1,5,9,1
167,2,12,7,1
393,10,5,4,1
141,9,5,1,1
317,3,24,3,1
743,3,4,1,1
794,2,11,9,1
97,2,1,1,0
451,2,5,3,1
188,2,17,9,1
101,1,2,2,0
488,8,20,1,1
983,2,11,0,1
61,3,0,6,1
163,2,3,2,0
306,5,8,0,0
283,2,3,1,0
64,0,0,2,0
231,0,1,2,0
292,1,2,1,0
158,6,19,1,1
62,2,3,0,0
769,10,3,5,1
213,0,0,2,0
294,0,2,1,0
142,4,0,0,0
245,0,0,0,0
109,3,2,0,1
292,1,0,1,0
157,2,16,10,1
595,3,30,6,1
121,2,10,3,1
297,4,21,7,1
275,1,5,0,0
51,2,24,3,1
466,2,1,0,0
706,6,7,4,1
211,4,1,0,0
216,0,6,6,0
195,1,2,2,0
239,2,0,0,0
159,1,0,2,0
333,1,5,10,1
85,6,4,3,1
288,10,21,3,1
124,0,4,3,0
263,2,3,0,0
184,2,0,6,0
458,7,16,8,1
400,3,29,8,1
153,1,2,0,0
405,1,1,2,0
112,1,2,2,0
211,1,2,2,0
266,0,0,0,0
196,1,0,6,0
429,7,26,10,1
49,0,0,0,0
67,5,2,2,0
575,5,29,3,1
656,6,27,3,1
121,7,5,8,1
569,7,10,5,1
591,9,7,4,1
539,4,4,3,1
283,3,11,9,1
735,10,29,1,1
110,0,3,1,0
247,1,7,6,1
299,1,2,0,0
165,1,2,1,0
243,1,1,5,0
807,7,22,4,1
251,5,5,0,0
288,2,2,2,0
167,9,9,4,1
237,1,4,3,1
868,7,5,7,1
146,4,12,7,1
671,7,7,9,1
178,0,9,3,0
46,1,2,0,0
67,0,6,5,0
166,0,22,7,1
170,6,27,7,1
637,2,27,6,1
825,5,5,0,1
264,1,2,2,0
134,0,2,5,0
869,10,8,3,1
404,1,2,6,0
151,0,0,5,0
23,0,1,6,0
292,0,4,0,0
92,0,3,1,0
83,1,2,1,0
335,0,10,9,1
241,0,0,3,0
930,4,13,3,1
241,2,10,2,0
183,3,4,3,1
290,4,0,0,0
171,1,2,0,0
374,3,17,3,1
285,0,1,0,0
285,2,6,2,0
721,3,27,3,1
405,10,14,5,1
65,1,2,1,0
221,1,0,0,0
192,1,3,0,0
167,5,3,4,0
247,1,3,0,0
241,2,0,2,0
233,1,2,0,0
81,5,23,3,1
850,6,4,3,1
240,1,0,2,0
262,2,0,0,0
273,4,6,8,1
155,1,1,6,0
272,1,1,2,0
318,2,3,0,0
133,0,0,1,0
879,0,5,3,1
270,1,3,0,0
449,1,3,1,0
896,3,17,8,1
180,3,2,0,0
97,0,3,0,0
414,4,13,10,1
860,5,16,6,1
327,7,0,9,1
245,5,2,0,0
281,2,7,2,0
482,3,16,6,1
192,2,30,7,1
297,2,0,2,0
166,0,9,0,0
47,5,0,0,0
80,4,19,6,1
385,4,2,6,1
78,0,7,1,0
704,5,30,2,1
55,4,10,10,1
211,1,0,2,0
184,2,1,1,0
456,0,5,1,0
955,8,30,7,1
234,4,29,5,1
264,0,0,2,0
898,8,27,8,1
156,3,9,5,1
154,2,3,5,0
291,1,1,2,0
153,4,3,2,0
77,2,5,3,1
63,2,17,0,1
294,5,2,1,0
124,9,7,6,1
275,0,1,3,0
165,1,2,0,0
267,5,2,1,0
178,1,1,1,0
74,2,0,8,1
452,5,24,3,1
699,7,7,6,1
170,2,9,2,0
997,6,6,7,1
649,1,19,10,1
447,6,21,9,1
185,0,3,1,0
811,10,10,8,1
521,7,25,2,1
414,8,11,10,1
247,8,8,8,1
194,2,5,1,0
74,0,2,0,0
889,3,16,8,1
451,10,30,6,1
188,2,9,3,0
850,6,22,10,1
257,1,8,0,0
278,2,0,0,0
724,5,3,5,1
107,2,0,2,0
73,2,2,0,0
106,1,0,2,0
276,1,7,2,0
98,0,8,1,0
137,3,5,8,1
589,10,8,8,1
119,0,27,7,1
814,7,7,7,1
305,1,5,7,1
231,2,0,2,0
679,7,14,7,1
180,8,30,9,1
182,2,5,2,0
552,0,13,4,1
380,2,5,2,0
32,4,3,2,0
545,5,23,10,1
615,7,7,7,1
677,7,28,7,1
141,6,1,0,1
429,0,3,2,0
782,6,6,8,1
42,1,2,2,0
129,10,1,5,1
516,9,2,4,1
445,2,3,2,0
504,2,29,7,1
92,4,5,2,0
284,1,3,2,0
614,9,21,4,1
237,1,9,2,0
304,1,6,2,0
651,10,1,9,1
422,5,23,7,1
244,3,1,2,0
56,0,8,1,0
459,7,27,3,1
613,6,5,9,1
65,7,15,6,1
84,2,2,2,0
128,2,8,3,1
955,8,16,10,1
83,2,0,0,0
205,0,2,1,0
190,9,18,8,1
251,1,0,0,0
233,5,0,0,0
92,3,17,5,1
123,2,6,1,0
756,3,28,9,1
210,2,1,0,0
249,0,2,4,0
753,1,5,3,1
811,8,27,10,1
90,2,1,1,0
178,2,1,2,0
333,3,5,4,1
38,2,0,6,0
61,0,10,3,0
114,0,2,0,0
247,0,2,5,0
163,0,3,4,0
439,5,7,7,1
791,3,22,7,1
181,1,3,0,0
282,1,1,0,0
503,5,20,6,1
301,8,23,10,1
228,1,3,2,0
139,3,21,4,1
184,0,18,5,1
85,5,1,1,0
244,6,6,3,1
879,0,12,1,1
938,5,30,7,1
723,8,30,6,1
45,1,1,1,0
596,9,29,7,1
694,7,25,10,1
912,2,3,5,1
177,4,3,5,0
40,4,3,0,0
113,2,9,2,0
201,0,1,0,0
92,5,27,10,1
131,5,26,3,1
266,0,0,3,0
530,10,11,9,1
205,1,2,0,0
474,1,2,2,0
375,1,6,1,0
46,1,0,2,0
300,1,4,1,0
132,0,26,5,1
977,3,5,6,1
885,1,25,4,1
192,3,13,5,1
988,3,14,4,1
56,0,0,5,0
97,2,2,0,0
573,5,27,4,1
664,10,6,7,1
927,8,9,9,1
254,1,2,2,0
459,1,0,2,0
158,3,0,1,0
117,2,0,2,0
303,2,12,9,1
30,1,3,0,0
92,2,5,1,1
88,4,0,1,0
438,2,3,2,0
475,7,15,10,1
230,0,1,0,0
178,8,22,10,1
356,10,3,9,1
288,1,2,4,0
50,4,1,1,0
615,9,7,6,1
832,6,25,1,1
99,10,8,7,1
286,1,10,2,0
46,1,3,6,0
299,1,2,2,0
204,2,3,0,0
94,9,7,1,1
865,7,10,8,1
20,1,1,2,0
184,2,3,1,0
205,1,8,0,0
57,0,2,0,0
299,0,2,0,0
368,2,26,9,1
979,5,1,7,1
264,7,3,9,1
118,7,24,7,1
878,2,4,7,1
495,5,1,5,0
294,2,1,0,0
76,9,14,10,1
72,2,17,1,1
216,2,3,2,0
425,0,2,1,0
236,1,0,2,0
553,1,6,3,1
137,10,2,2,1
142,8,16,1,1
162,7,30,10,1
155,1,1,0,0
164,2,0,8,1
546,4,7,4,1
203,0,7,2,0
394,8,1,3,1
163,2,25,3,1
76,4,8,8,1
57,0,1,1,0
840,7,24,5,1
582,8,24,5,1
239,2,26,10,1
948,5,26,1,1
292,0,1,0,0
150,0,3,2,0
992,1,18,1,1
143,8,30,6,1
946,7,16,10,1
52,2,0,0,0
106,5,3,1,0
469,0,10,3,1
324,5,25,8,1
394,9,3,8,1
329,3,1,2,0
87,0,0,1,0
401,0,1,0,0
64,1,5,2,0
55,7,22,10,1
41,0,1,2,0
246,0,1,2,0
438,8,26,8,1
101,1,7,7,1
189,2,2,2,0
222,1,2,0,0
150,5,1,7,1
297,2,1,2,0
251,3,27,6,1
456,3,11,10,1
322,4,7,1,1
209,3,0,0,0
257,2,1,0,0
732,4,11,1,1
295,0,2,1,0
173,0,9,0,0
194,2,2,4,0
139,2,10,0,0
128,4,2,5,0
933,8,0,3,1
630,6,22,4,1
198,3,19,4,1
649,6,2,0,1
622,7,9,1,1
183,9,5,9,1
836,1,0,7,1
326,3,10,5,0
78,1,10,2,0
132,3,23,3,1
47,1,1,0,0
850,2,7,9,1
202,0,3,2,0
39,0,3,1,0
228,1,2,2,0
195,3,12,9,1
816,2,1,2,1
130,2,0,2,0
477,2,29,3,1
111,2,7,3,1
268,0,0,2,0
82,5,2,2,0
180,5,10,0,0
290,0,1,1,0
242,0,3,0,0
151,2,9,9,1
338,2,1,2,0
259,1,3,0,0
397,1,1,2,0
681,7,22,1,1
141,2,2,1,0
100,1,0,1,0
209,0,2,2,0
864,9,29,4,1
520,9,8,10,1
212,0,0,2,0
343,0,30,10,1
254,8,5,5,1
338,8,7,8,1
134,5,3,10,1
53,0,1,1,0
284,1,3,0,0
209,0,2,1,0
473,4,12,9,1
83,0,3,2,0
739,3,5,1,1
227,3,1,1,0
260,1,1,1,0
194,8,5,8,1
252,2,2,2,0
557,2,25,1,1
161,4,22,3,1
237,2,3,6,0
96,0,3,1,0
832,1,5,3,1
874,8,5,8,1
870,7,1,10,1
387,3,19,3,1
300,4,18,6,1
90,0,2,2,0
110,5,0,1,0
420,2,0,1,0
102,2,0,0,0
996,8,7,7,1
276,4,3,1,0
343,10,21,9,1
398,2,3,4,0
140,0,2,1,0
289,0,1,1,0
194,2,0,5,0
357,1,3,1,0
872,7,1,10,1
173,5,1,2,0
142,0,1,10,1
649,9,5,9,1
206,1,0,1,0
246,2,2,0,0
176,3,12,3,1
338,6,25,4,1
137,2,16,8,1
239,4,15,5,1
226,3,5,5,1
239,1,1,2,0
594,6,19,3,1
283,0,2,0,0
735,7,16,2,1
473,1,0,2,0
962,2,19,8,1
152,0,10,2,0
759,2,1,2,1
60,0,0,0,0
700,6,22,4,1
259,3,15,6,1
21,0,6,1,0
665,8,6,5,1
364,10,11,1,1
223,1,3,1,0
82,4,5,3,1
448,9,10,9,1
241,2,5,4,1
106,2,5,10,1
294,1,2,1,0
119,3,5,4,1
924,8,15,10,1
88,9,27,6,1
256,4,3,8,1
59,2,0,0,0
765,1,26,10,1
441,7,27,1,1
770,9,0,7,1
73,4,3,0,0
177,4,22,2,1
527,4,20,9,1
163,0,10,2,0
171,1,7,0,0
857,7,6,9,1
296,2,8,1,0
211,1,0,0,0
438,3,1,3,1
260,2,2,0,0
214,2,0,0,0
113,0,3,2,0
30,2,1,0,0
393,4,6,9,1
454,3,7,2,1
143,0,5,8,1
141,2,3,0,0
211,1,2,1,0
170,10,2,6,1
402,1,1,1,0
750,2,13,6,1
195,4,0,2,0
72,1,1,2,0
452,10,3,4,1
944,10,15,6,1
145,6,17,7,1
278,5,2,0,0
510,2,30,7,1
269,0,0,0,0
171,1,3,1,0
156,1,1,1,0
125,4,6,10,1
59,4,1,2,0
694,3,23,5,1
237,3,1,0,0
74,1,1,1,0
225,4,10,2,0
222,2,0,5,0
89,1,2,1,0
77,5,2,1,0
87,2,2,1,0
69,0,2,2,0
163,5,0,1,0
160,9,20,0,1
249,7,6,3,1
843,5,8,5,1
226,5,8,2,0
27,0,1,2,0
184,1,2,0,0
245,5,28,7,1
957,1,9,2,1
505,4,25,6,1
284,9,26,0,1
740,9,17,3,1
881,2,15,6,1
208,0,0,0,0
113,6,18,3,1
370,0,2,2,0
81,2,1,2,0
758,2,21,3,1
185,4,26,2,1
290,1,3,6,0
286,3,23,3,1
278,4,1,3,0
176,0,1,1,0
496,2,2,2,0
375,2,0,2,0
31,0,2,5,0
292,1,3,1,0
56,2,0,0,0
335,4,21,9,1
893,1,26,8,1
838,2,2,3,1
331,3,1,5,1
136,0,6,2,0
819,3,28,0,1
104,3,3,8,1
149,2,8,0,0
141,0,1,1,0
731,10,3,0,1
109,2,5,2,1
162,5,5,9,1
357,6,15,7,1
159,5,0,2,0
367,3,2,2,0
730,4,15,0,1
84,4,2,2,0
226,2,3,2,0
613,2,13,5,1
593,4,20,3,1
153,2,0,4,0
289,0,0,0,0
262,1,2,0,0
170,0,2,1,0
294,1,0,1,0
943,10,7,7,1
749,4,1,10,1
246,9,19,3,1
96,1,0,0,0
293,10,19,2,1
136,0,1,2,0
177,2,1,1,0
193,7,18,1,1
208,2,1,0,0
703,4,6,10,1
405,9,1,4,1
105,2,8,0,0
247,2,2,0,0
569,10,30,8,1
117,1,3,2,0
144,2,3,1,0
299,1,8,2,0
286,0,3,2,0
245,0,1,2,0
892,7,24,8,1
718,6,8,4,1
665,6,23,2,1
868,10,16,5,1
379,3,14,10,1
606,10,17,7,1
231,3,9,9,1
100,7,21,6,1
715,2,14,7,1
123,3,5,4,1
396,5,7,9,1
955,6,10,8,1
150,1,1,0,0
350,6,3,5,1
528,4,17,7,1
185,1,2,2,0
295,1,2,5,0
841,4,15,9,1
803,0,16,5,1
146,0,1,2,0
231,1,3,6,0
649,7,11,0,1
710,9,14,0,1
75,3,0,1,0
655,7,10,1,1
107,2,3,2,0
454,0,0,0,0
532,7,25,4,1
534,1,29,3,1
162,5,23,8,1
262,2,3,2,0
39,0,0,0,0
605,7,16,7,1
56,4,30,8,1
568,8,20,0,1
947,8,23,4,1
722,10,17,1,1
184,2,3,2,0
114,0,0,3,0
211,1,0,5,0
32,1,2,0,0
112,3,12,3,1
108,6,9,2,1
253,2,3,2,0
228,0,1,2,0
585,9,9,0,1
386,10,26,2,1
265,4,2,0,0
583,4,19,4,1
431,6,20,10,1
881,5,26,4,1
38,2,6,1,0
343,0,2,1,0
601,5,14,0,1
137,0,3,1,0
131,0,2,0,0
226,0,3,0,0
714,3,28,6,1
761,3,8,4,1
176,0,2,0,0
345,0,1,1,0
165,0,10,1,0
153,2,29,4,1
156,1,9,1,0
244,2,2,4,0
48,3,2,0,0
196,1,1,2,0
744,10,3,7,1
749,8,26,9,1
88,7,24,7,1
749,2,0,4,1
177,0,3,4,0
186,0,2,1,0
255,4,1,4,0
825,3,22,10,1
247,2,0,1,0
158,1,10,1,0
72,2,1,2,0
653,9,30,9,1
243,2,1,2,0
596,1,3,5,1
818,4,11,4,1
183,2,9,0,0
873,0,17,8,1
691,3,26,3,1
96,0,1,6,0
39,0,0,1,0
243,1,1,0,0
285,2,3,1,0
266,1,3,2,0
207,0,4,0,0
865,5,7,3,1
325,1,0,2,0
223,2,0,0,0
565,10,14,10,1
759,5,2,5,1
239,0,1,2,0
126,1,3,0,0
246,4,1,0,0
297,5,6,2,1
127,0,0,2,0
353,2,4,2,0
493,3,0,2,0
396,8,24,2,1
429,1,2,2,0
80,10,25,7,1
297,2,0,1,0
130,2,9,3,1
602,10,30,5,1
283,4,26,6,1
258,2,1,4,1
258,0,3,2,0
459,2,0,1,0
423,10,5,6,1
34,1,1,1,0
108,1,3,2,0
179,0,2,0,0
717,1,2,2,1
371,0,4,6,1
132,3,9,9,1
683,5,0,2,1
435,0,1,2,0
513,5,21,8,1
79,0,2,0,0
219,1,8,1,1
399,1,2,0,0
469,7,2,10,1
140,0,2,1,0
681,4,18,10,1
78,1,9,2,0
999,3,2,9,1
205,7,13,7,1
291,4,1,10,1
385,2,1,2,0
259,4,0,1,0
610,4,25,3,1
791,9,27,6,1
790,3,24,0,1
152,3,20,2,1
156,4,4,0,1
75,3,7,6,1
363,2,0,0,0
431,9,21,2,1
337,0,9,0,0
230,2,3,1,0
267,3,1,6,0
107,2,0,2,0
161,5,5,0,0
149,1,8,10,1
841,9,1,1,1
291,3,0,6,0
701,4,7,7,1
130,2,0,0,0
101,9,16,3,1
263,0,3,2,0
804,10,15,3,1
40,2,3,2,0
286,4,3,2,0
183,4,2,3,0
45,2,3,2,0
74,0,2,0,0
142,0,2,0,0
830,5,29,5,1
243,1,3,0,0
392,7,10,2,1
567,3,1,9,1
110,1,2,5,0
159,2,9,2,0
543,10,9,8,1
481,10,22,6,1
106,2,0,6,0
79,4,0,2,0
123,7,3,3,1
368,1,4,1,0
210,2,6,3,1
352,0,3,0,0
499,4,0,1,1
30,0,1,1,0
217,5,0,1,0
870,3,20,3,1
128,0,0,0,0
67,8,23,7,1
965,3,14,8,1
860,6,26,8,1
457,2,1,2,0
51,0,2,0,0
215,1,1,0,0
758,3,28,4,1
88,2,27,7,1
736,2,25,5,1
487,0,2,1,0
98,8,16,2,1
274,0,3,1,0
199,0,2,4,0
205,1,5,6,0
490,5,7,7,1
694,2,16,7,1
219,2,9,2,0
526,8,23,9,1
183,0,2,0,0
487,2,0,0,0
184,0,1,3,0
173,2,3,0,0
151,9,23,6,1
274,2,2,2,0
78,8,17,2,1
68,8,2,8,1
292,7,3,10,1
638,10,20,2,1
165,1,1,1,0
923,4,20,5,1
714,4,20,9,1
953,8,9,4,1
183,0,2,0,0
523,2,12,4,1
185,1,0,7,1
299,7,10,8,1
77,5,27,6,1
497,6,2,4,1
451,1,2,1,0
145,0,16,3,1
958,2,2,4,1
44,0,0,6,0
496,1,0,0,0
242,2,3,0,0
202,1,1,2,0
216,1,0,1,0
139,8,2,0,1
538,3,20,5,1
176,1,2,1,0
207,7,25,8,1
36,2,1,3,0
262,1,2,5,0
574,7,0,10,1
107,10,11,1,1
62,2,10,1,0
102,6,19,7,1
37,1,2,2,0
366,2,3,0,0
142,3,26,9,1
957,1,10,3,1
980,2,9,9,1
220,2,1,1,0
751,5,17,8,1
558,3,5,0,1
296,10,0,10,1
210,3,5,9,1
132,0,0,1,0
617,2,14,6,1
171,1,0,1,0
475,0,0,2,0
259,2,7,7,1
848,8,0,3,1
55,3,26,7,1
409,0,3,3,0
439,3,27,9,1
116,2,3,1,0
300,9,4,6,1
180,9,3,10,1
855,2,15,3,1
76,1,15,4,1
738,3,2,8,1
869,5,5,3,1
141,1,0,3,1
432,9,14,3,1
184,4,1,2,0
75,1,4,0,0
900,2,2,1,1
220,2,2,1,0
879,5,7,8,1
553,3,9,10,1
571,10,16,4,1
95,5,1,0,0
195,1,0,0,0
274,0,19,6,1
79,2,3,6,0
144,8,27,10,1
350,7,13,8,1
430,8,18,6,1
252,10,17,9,1
460,3,15,4,1
130,6,23,4,1
170,4,20,7,1
243,5,9,4,1
247,2,3,2,0
183,2,2,5,0
935,5,28,5,1
487,5,6,3,1
273,2,0,0,0
600,8,15,6,1
168,3,18,7,1
68,2,2,0,0
88,2,18,8,1
253,0,2,5,0
241,2,3,1,0
763,6,1,3,1
26,0,6,3,0
294,2,3,5,0
413,8,28,4,1
174,5,6,2,0
997,4,30,3,1
889,9,11,6,1
812,9,13,7,1
470,3,22,10,1
160,3,2,9,1
696,6,7,4,1
170,2,1,2,0
120,7,5,2,1
714,10,19,3,1
55,2,1,0,0
578,9,21,10,1
232,2,30,6,1
168,4,13,2,1
457,6,26,10,1
139,5,3,2,0
183,5,2,0,0
188,2,2,1,0
152,2,1,2,0
672,5,13,10,1
776,10,9,3,1
70,2,5,2,0
130,1,2,2,0
128,2,3,1,0
598,9,20,6,1
888,2,10,0,1
159,0,1,2,0
644,2,16,2,1
216,1,1,2,0
580,3,26,3,1
46,0,3,2,0
284,2,3,1,0
973,9,27,9,1
279,0,3,1,0
799,7,28,5,1
46,2,1,0,0
178,2,1,2,0
269,0,15,5,1
270,0,1,1,0
109,2,17,6,1
91,3,0,2,0
718,2,4,8,1
103,2,2,2,0
158,2,8,3,1
764,3,13,3,1
176,0,3,0,0
351,4,27,2,1
855,4,3,10,1
376,0,7,5,1
632,0,24,4,1
249,9,4,6,1
295,3,1,2,0
909,7,5,2,1
460,4,0,1,0
268,0,1,0,0
121,10,19,0,1
25,0,2,0,0
283,1,1,1,0
125,1,0,0,0
127,2,15,7,1
130,7,2,6,1
186,5,5,9,1
986,5,27,5,1
678,3,22,3,1
149,2,0,0,0
285,0,0,2,0
346,0,2,9,1
76,1,3,2,0
954,9,8,6,1
306,0,26,10,1
672,6,16,7,1
912,9,5,9,1
95,6,8,7,1
200,3,2,0,0
458,9,16,5,1
48,0,1,5,0
267,1,4,1,0
161,1,3,1,0
251,2,2,2,0
254,4,18,9,1
260,1,0,2,0
632,4,24,4,1
396,4,16,4,1
85,1,3,3,0
286,1,1,0,0
100,2,10,2,1
270,2,1,1,0
290,3,2,2,0
686,8,14,10,1
679,8,7,10,1
429,2,1,4,0
717,8,22,7,1
66,0,0,1,0
167,0,2,1,0
797,8,20,6,1
40,2,8,1,0
743,7,19,5,1
101,0,9,2,0
123,9,2,3,1
218,1,3,3,0
159,2,1,2,0
158,2,21,1,1
526,2,24,6,1
155,2,1,1,0
51,1,2,0,0
223,1,6,3,0
241,4,5,6,1
57,1,2,4,0
479,1,0,1,0
232,1,2,1,0
137,2,0,0,0
419,2,10,3,1
80,3,1,6,0
165,0,1,1,0
271,2,4,0,0
577,3,19,5,1
670,2,16,2,1
134,2,1,2,0
177,1,1,2,0
753,8,11,8,1
733,7,9,9,1
60,1,7,3,0
352,2,0,5,0
213,0,4,0,0
243,2,0,1,0
198,5,27,0,1
244,0,1,1,0
166,0,0,2,0
175,2,2,2,0
990,3,6,5,1
168,3,21,3,1
88,4,2,2,0
151,1,3,6,0
85,4,16,10,1
214,5,29,4,1
191,1,0,2,0
133,2,1,0,0
